type,organism,conservation_score
Essential,S. cerevisiae,0.646081
Essential,S. cerevisiae,0.401573
Essential,S. cerevisiae,0.514919
Essential,S. cerevisiae,0.742546
Essential,S. cerevisiae,0.3930745
Essential,S. cerevisiae,0.496676
Essential,S. cerevisiae,0.5241315
Essential,S. cerevisiae,0.468193
Essential,S. cerevisiae,0.5656685
Essential,S. cerevisiae,0.770124
Essential,S. cerevisiae,0.530224
Essential,S. cerevisiae,0.509178
Essential,S. cerevisiae,0.712304
Essential,S. cerevisiae,0.580859
Essential,S. cerevisiae,0.519795
Essential,S. cerevisiae,0.7149475
Essential,S. cerevisiae,0.6536675
Essential,S. cerevisiae,0.70395
Essential,S. cerevisiae,0.645757
Essential,S. cerevisiae,0.708769
Essential,S. cerevisiae,0.4555815
Essential,S. cerevisiae,0.543245
Essential,S. cerevisiae,0.558667
Essential,S. cerevisiae,0.405785
Essential,S. cerevisiae,0.704439
Essential,S. cerevisiae,0.554544
Essential,S. cerevisiae,0.734979
Essential,S. cerevisiae,0.658757
Essential,S. cerevisiae,0.561574
Essential,S. cerevisiae,0.398975
Essential,S. cerevisiae,0.4822055
Essential,S. cerevisiae,0.723954
Essential,S. cerevisiae,0.6591615
Essential,S. cerevisiae,0.480981
Essential,S. cerevisiae,0.423455
Essential,S. cerevisiae,0.395276
Essential,S. cerevisiae,0.565177
Essential,S. cerevisiae,0.707136
Essential,S. cerevisiae,0.494945
Essential,S. cerevisiae,0.658388
Essential,S. cerevisiae,0.5255525
Essential,S. cerevisiae,0.463826
Essential,S. cerevisiae,0.587359
Essential,S. cerevisiae,0.440449
Essential,S. cerevisiae,0.754943
Essential,S. cerevisiae,0.608255
Essential,S. cerevisiae,0.4440525
Essential,S. cerevisiae,0.7536815
Essential,S. cerevisiae,0.609128
Essential,S. cerevisiae,0.431609
Essential,S. cerevisiae,0.800131
Essential,S. cerevisiae,0.6713725
Essential,S. cerevisiae,0.639227
Essential,S. cerevisiae,0.396388
Essential,S. cerevisiae,0.420123
Essential,S. cerevisiae,0.655684
Essential,S. cerevisiae,0.579661
Essential,S. cerevisiae,0.5258
Essential,S. cerevisiae,0.728169
Essential,S. cerevisiae,0.4799305
Essential,S. cerevisiae,0.620745
Essential,S. cerevisiae,0.487662
Essential,S. cerevisiae,0.5223175
Essential,S. cerevisiae,0.44461
Essential,S. cerevisiae,0.449768
Essential,S. cerevisiae,0.395661
Essential,S. cerevisiae,0.574668
Essential,S. cerevisiae,0.539576
Essential,S. cerevisiae,0.584085
Essential,S. cerevisiae,0.4298
Essential,S. cerevisiae,0.528252
Essential,S. cerevisiae,0.595853
Essential,S. cerevisiae,0.6913105
Essential,S. cerevisiae,0.507982
Essential,S. cerevisiae,0.5782915
Essential,S. cerevisiae,0.594672
Essential,S. cerevisiae,0.456876
Essential,S. cerevisiae,0.5494175
Essential,S. cerevisiae,0.6041215
Essential,S. cerevisiae,0.554247
Essential,S. cerevisiae,0.559892
Essential,S. cerevisiae,0.696896
Essential,S. cerevisiae,0.6373155
Essential,S. cerevisiae,0.441381
Essential,S. cerevisiae,0.666963
Essential,S. cerevisiae,0.495758
Essential,S. cerevisiae,0.687431
Essential,S. cerevisiae,0.6401135
Essential,S. cerevisiae,0.740038
Essential,S. cerevisiae,0.6050965
Essential,S. cerevisiae,0.624418
Essential,S. cerevisiae,0.580517
Essential,S. cerevisiae,0.686299
Essential,S. cerevisiae,0.5067595
Essential,S. cerevisiae,0.388754
Essential,S. cerevisiae,0.327371
Essential,S. cerevisiae,0.738885
Essential,S. cerevisiae,0.7336615
Essential,S. cerevisiae,0.626817
Essential,S. cerevisiae,0.3386115
Essential,S. cerevisiae,0.706773
Essential,S. cerevisiae,0.3763715
Essential,S. cerevisiae,0.707387
Essential,S. cerevisiae,0.723988
Essential,S. cerevisiae,0.467809
Essential,S. cerevisiae,0.5734115
Essential,S. cerevisiae,0.730361
Essential,S. cerevisiae,0.636703
Essential,S. cerevisiae,0.68998
Essential,S. cerevisiae,0.50135
Essential,S. cerevisiae,0.635031
Essential,S. cerevisiae,0.5937185
Essential,S. cerevisiae,0.4543605
Essential,S. cerevisiae,0.5508375
Essential,S. cerevisiae,0.574819
Essential,S. cerevisiae,0.61771
Essential,S. cerevisiae,0.7206125
Essential,S. cerevisiae,0.679115
Essential,S. cerevisiae,0.631266
Essential,S. cerevisiae,0.586766
Essential,S. cerevisiae,0.460588
Essential,S. cerevisiae,0.480841
Essential,S. cerevisiae,0.800748
Essential,S. cerevisiae,0.736282
Essential,S. cerevisiae,0.443397
Essential,S. cerevisiae,0.542587
Essential,S. cerevisiae,0.660511
Essential,S. cerevisiae,0.3417595
Essential,S. cerevisiae,0.606611
Essential,S. cerevisiae,0.548963
Essential,S. cerevisiae,0.643392
Essential,S. cerevisiae,0.7891
Essential,S. cerevisiae,0.623577
Essential,S. cerevisiae,0.42232
Essential,S. cerevisiae,0.7608755
Essential,S. cerevisiae,0.550453
Essential,S. cerevisiae,0.494622
Essential,S. cerevisiae,0.704272
Essential,S. cerevisiae,0.7641075
Essential,S. cerevisiae,0.70029
Essential,S. cerevisiae,0.525567
Essential,S. cerevisiae,0.671359
Essential,S. cerevisiae,0.390474
Essential,S. cerevisiae,0.6619245
Essential,S. cerevisiae,0.583916
Essential,S. cerevisiae,0.506645
Essential,S. cerevisiae,0.718612
Essential,S. cerevisiae,0.5617395
Essential,S. cerevisiae,0.704272
Essential,S. cerevisiae,0.7911
Essential,S. cerevisiae,0.5837595
Essential,S. cerevisiae,0.665424
Essential,S. cerevisiae,0.694625
Essential,S. cerevisiae,0.528543
Essential,S. cerevisiae,0.700167
Essential,S. cerevisiae,0.351656
Essential,S. cerevisiae,0.526922
Essential,S. cerevisiae,0.4734565
Essential,S. cerevisiae,0.4390905
Essential,S. cerevisiae,0.645679
Essential,S. cerevisiae,0.796453
Essential,S. cerevisiae,0.519155
Essential,S. cerevisiae,0.688592
Essential,S. cerevisiae,0.651889
Essential,S. cerevisiae,0.600971
Essential,S. cerevisiae,0.5266755
Essential,S. cerevisiae,0.5261665
Essential,S. cerevisiae,0.660244
Essential,S. cerevisiae,0.719087
Essential,S. cerevisiae,0.539283
Essential,S. cerevisiae,0.528836
Essential,S. cerevisiae,0.458691
Essential,S. cerevisiae,0.697791
Essential,S. cerevisiae,0.4328195
Essential,S. cerevisiae,0.5637445
Essential,S. cerevisiae,0.681661
Essential,S. cerevisiae,0.439003
Essential,S. cerevisiae,0.6058395
Essential,S. cerevisiae,0.735534
Essential,S. cerevisiae,0.595247
Essential,S. cerevisiae,0.524236
Essential,S. cerevisiae,0.418543
Essential,S. cerevisiae,0.4451475
Essential,S. cerevisiae,0.593225
Essential,S. cerevisiae,0.411458
Essential,S. cerevisiae,0.592879
Essential,S. cerevisiae,0.377259
Essential,S. cerevisiae,0.439662
Essential,S. cerevisiae,0.719785
Essential,S. cerevisiae,0.600056
Essential,S. cerevisiae,0.579121
Essential,S. cerevisiae,0.5056215
Essential,S. cerevisiae,0.597788
Essential,S. cerevisiae,0.436129
Essential,S. cerevisiae,0.3518035
Essential,S. cerevisiae,0.736483
Essential,S. cerevisiae,0.502338
Essential,S. cerevisiae,0.6859405
Essential,S. cerevisiae,0.610443
Essential,S. cerevisiae,0.812391
Essential,S. cerevisiae,0.404322
Essential,S. cerevisiae,0.477143
Essential,S. cerevisiae,0.762469
Essential,S. cerevisiae,0.736404
Essential,S. cerevisiae,0.537758
Essential,S. cerevisiae,0.592539
Essential,S. cerevisiae,0.53595
Essential,S. cerevisiae,0.6814075
Essential,S. cerevisiae,0.505514
Essential,S. cerevisiae,0.640624
Essential,S. cerevisiae,0.5889385
Essential,S. cerevisiae,0.7477095
Essential,S. cerevisiae,0.629848
Essential,S. cerevisiae,0.768334
Essential,S. cerevisiae,0.659246
Essential,S. cerevisiae,0.75973
Essential,S. cerevisiae,0.420379
Essential,S. cerevisiae,0.568533
Essential,S. cerevisiae,0.390312
Essential,S. cerevisiae,0.768194
Essential,S. cerevisiae,0.6654325
Essential,S. cerevisiae,0.376391
Essential,S. cerevisiae,0.7546095
Essential,S. cerevisiae,0.397806
Essential,S. cerevisiae,0.768783
Essential,S. cerevisiae,0.7441145
Essential,S. cerevisiae,0.783733
Essential,S. cerevisiae,0.696566
Essential,S. cerevisiae,0.515144
Essential,S. cerevisiae,0.732991
Essential,S. cerevisiae,0.498654
Essential,S. cerevisiae,0.757051
Essential,S. cerevisiae,0.6818615
Essential,S. cerevisiae,0.3805875
Essential,S. cerevisiae,0.358136
Essential,S. cerevisiae,0.577388
Essential,S. cerevisiae,0.739284
Essential,S. cerevisiae,0.4131525
Essential,S. cerevisiae,0.716635
Essential,S. cerevisiae,0.715391
Essential,S. cerevisiae,0.606855
Essential,S. cerevisiae,0.457415
Essential,S. cerevisiae,0.48147
Essential,S. cerevisiae,0.451988
Essential,S. cerevisiae,0.6370075
Essential,S. cerevisiae,0.6318955
Essential,S. cerevisiae,0.6586415
Essential,S. cerevisiae,0.5991425
Essential,S. cerevisiae,0.634508
Essential,S. cerevisiae,0.551864
Essential,S. cerevisiae,0.5950275
Essential,S. cerevisiae,0.4667895
Essential,S. cerevisiae,0.518
Essential,S. cerevisiae,0.5722175
Essential,S. cerevisiae,0.421194
Essential,S. cerevisiae,0.734537
Essential,S. cerevisiae,0.542551
Essential,S. cerevisiae,0.524269
Essential,S. cerevisiae,0.499916
Essential,S. cerevisiae,0.628453
Essential,S. cerevisiae,0.527361
Essential,S. cerevisiae,0.506393
Essential,S. cerevisiae,0.576783
Essential,S. cerevisiae,0.663306
Essential,S. cerevisiae,0.690193
Essential,S. cerevisiae,0.448203
Essential,S. cerevisiae,0.690777
Essential,S. cerevisiae,0.419868
Non-essential,S. cerevisiae,0.510393
Non-essential,S. cerevisiae,0.510393
Non-essential,S. cerevisiae,0.623129
Non-essential,S. cerevisiae,0.7487295
Non-essential,S. cerevisiae,0.6298045
Non-essential,S. cerevisiae,0.52254
Non-essential,S. cerevisiae,0.651685
Non-essential,S. cerevisiae,0.730174
Non-essential,S. cerevisiae,0.81069
Non-essential,S. cerevisiae,0.706505
Non-essential,S. cerevisiae,0.519477
Non-essential,S. cerevisiae,0.580304
Non-essential,S. cerevisiae,0.707743
Non-essential,S. cerevisiae,0.34947
Non-essential,S. cerevisiae,0.626136
Non-essential,S. cerevisiae,0.647448
Non-essential,S. cerevisiae,0.809259
Non-essential,S. cerevisiae,0.427384
Non-essential,S. cerevisiae,0.502184
Non-essential,S. cerevisiae,0.523064
Non-essential,S. cerevisiae,0.42654
Non-essential,S. cerevisiae,0.4361405
Non-essential,S. cerevisiae,0.507811
Non-essential,S. cerevisiae,0.614747
Non-essential,S. cerevisiae,0.508681
Non-essential,S. cerevisiae,0.574433
Non-essential,S. cerevisiae,0.551333
Non-essential,S. cerevisiae,0.4834105
Non-essential,S. cerevisiae,0.578507
Non-essential,S. cerevisiae,0.5224845
Non-essential,S. cerevisiae,0.595811
Non-essential,S. cerevisiae,0.39539
Non-essential,S. cerevisiae,0.602047
Non-essential,S. cerevisiae,0.349818
Non-essential,S. cerevisiae,0.349818
Non-essential,S. cerevisiae,0.528836
Non-essential,S. cerevisiae,0.739697
Non-essential,S. cerevisiae,0.422387
Non-essential,S. cerevisiae,0.505354
Non-essential,S. cerevisiae,0.7194
Non-essential,S. cerevisiae,0.765332
Non-essential,S. cerevisiae,0.682701
Non-essential,S. cerevisiae,0.635866
Non-essential,S. cerevisiae,0.479147
Non-essential,S. cerevisiae,0.614258
Non-essential,S. cerevisiae,0.6031475
Non-essential,S. cerevisiae,0.5940815
Non-essential,S. cerevisiae,0.551671
Non-essential,S. cerevisiae,0.374717
Non-essential,S. cerevisiae,0.6403025
Non-essential,S. cerevisiae,0.5642065
Non-essential,S. cerevisiae,0.478981
Non-essential,S. cerevisiae,0.609126
Non-essential,S. cerevisiae,0.699894
Non-essential,S. cerevisiae,0.411112
Non-essential,S. cerevisiae,0.390483
Non-essential,S. cerevisiae,0.492362
Non-essential,S. cerevisiae,0.501812
Non-essential,S. cerevisiae,0.571901
Non-essential,S. cerevisiae,0.571901
Non-essential,S. cerevisiae,0.74536
Non-essential,S. cerevisiae,0.596794
Non-essential,S. cerevisiae,0.57171
Non-essential,S. cerevisiae,0.337591
Non-essential,S. cerevisiae,0.5385775
Non-essential,S. cerevisiae,0.314537
Non-essential,S. cerevisiae,0.477094
Non-essential,S. cerevisiae,0.707922
Non-essential,S. cerevisiae,0.56671
Non-essential,S. cerevisiae,0.8339505
Non-essential,S. cerevisiae,0.7758105
Non-essential,S. cerevisiae,0.69418
Non-essential,S. cerevisiae,0.65068
Non-essential,S. cerevisiae,0.588697
Non-essential,S. cerevisiae,0.5218455
Non-essential,S. cerevisiae,0.676128
Non-essential,S. cerevisiae,0.776559
Non-essential,S. cerevisiae,0.790218
Non-essential,S. cerevisiae,0.4598475
Non-essential,S. cerevisiae,0.314537
Non-essential,S. cerevisiae,0.314537
Non-essential,S. cerevisiae,0.50879
Non-essential,S. cerevisiae,0.52962
Non-essential,S. cerevisiae,0.543557
Non-essential,S. cerevisiae,0.478555
Non-essential,S. cerevisiae,0.460962
Non-essential,S. cerevisiae,0.5493525
Non-essential,S. cerevisiae,0.440835
Non-essential,S. cerevisiae,0.7294035
Non-essential,S. cerevisiae,0.713462
Non-essential,S. cerevisiae,0.429295
Non-essential,S. cerevisiae,0.460107
Non-essential,S. cerevisiae,0.735493
Non-essential,S. cerevisiae,0.555556
Non-essential,S. cerevisiae,0.580862
Non-essential,S. cerevisiae,0.640514
Non-essential,S. cerevisiae,0.741228
Non-essential,S. cerevisiae,0.522673
Non-essential,S. cerevisiae,0.821483
Non-essential,S. cerevisiae,0.561056
Non-essential,S. cerevisiae,0.4995145
Non-essential,S. cerevisiae,0.7181085
Non-essential,S. cerevisiae,0.609262
Non-essential,S. cerevisiae,0.4840645
Non-essential,S. cerevisiae,0.611905
Non-essential,S. cerevisiae,0.743436
Non-essential,S. cerevisiae,0.604551
Non-essential,S. cerevisiae,0.775843
Non-essential,S. cerevisiae,0.581999
Non-essential,S. cerevisiae,0.466272
Non-essential,S. cerevisiae,0.426678
Non-essential,S. cerevisiae,0.508267
Non-essential,S. cerevisiae,0.418976
Non-essential,S. cerevisiae,0.4658675
Non-essential,S. cerevisiae,0.601594
Non-essential,S. cerevisiae,0.557878
Non-essential,S. cerevisiae,0.597042
Non-essential,S. cerevisiae,0.638208
Non-essential,S. cerevisiae,0.5550685
Non-essential,S. cerevisiae,0.5643555
Non-essential,S. cerevisiae,0.496946
Non-essential,S. cerevisiae,0.56948
Non-essential,S. cerevisiae,0.341471
Non-essential,S. cerevisiae,0.689782
Non-essential,S. cerevisiae,0.6128375
Non-essential,S. cerevisiae,0.530311
Non-essential,S. cerevisiae,0.7425355
Non-essential,S. cerevisiae,0.5380295
Non-essential,S. cerevisiae,0.6825465
Non-essential,S. cerevisiae,0.773341
Non-essential,S. cerevisiae,0.626136
Non-essential,S. cerevisiae,0.667685
Non-essential,S. cerevisiae,0.451443
Non-essential,S. cerevisiae,0.51061
Non-essential,S. cerevisiae,0.807778
Non-essential,S. cerevisiae,0.5041645
Non-essential,S. cerevisiae,0.490178
Non-essential,S. cerevisiae,0.4405645
Non-essential,S. cerevisiae,0.290684
Non-essential,S. cerevisiae,0.558639
Non-essential,S. cerevisiae,0.442992
Non-essential,S. cerevisiae,0.686408
Non-essential,S. cerevisiae,0.603037
Non-essential,S. cerevisiae,0.493735
Non-essential,S. cerevisiae,0.443336
Non-essential,S. cerevisiae,0.5896155
Non-essential,S. cerevisiae,0.766174
Non-essential,S. cerevisiae,0.314537
Non-essential,S. cerevisiae,0.314537
Non-essential,S. cerevisiae,0.4847155
Non-essential,S. cerevisiae,0.606118
Non-essential,S. cerevisiae,0.5154985
Non-essential,S. cerevisiae,0.5484605
Non-essential,S. cerevisiae,0.490541
Non-essential,S. cerevisiae,0.369217
Non-essential,S. cerevisiae,0.62304
Non-essential,S. cerevisiae,0.638577
Non-essential,S. cerevisiae,0.499354
Non-essential,S. cerevisiae,0.6296535
Non-essential,S. cerevisiae,0.379061
Non-essential,S. cerevisiae,0.561492
Non-essential,S. cerevisiae,0.314537
Non-essential,S. cerevisiae,0.314537
Non-essential,S. cerevisiae,0.467586
Non-essential,S. cerevisiae,0.469786
Non-essential,S. cerevisiae,0.844203
Non-essential,S. cerevisiae,0.5235505
Non-essential,S. cerevisiae,0.62584
Non-essential,S. cerevisiae,0.6451375
Non-essential,S. cerevisiae,0.5796735
Non-essential,S. cerevisiae,0.604551
Non-essential,S. cerevisiae,0.5132175
Non-essential,S. cerevisiae,0.595965
Non-essential,S. cerevisiae,0.660687
Non-essential,S. cerevisiae,0.7553515
Non-essential,S. cerevisiae,0.540665
Non-essential,S. cerevisiae,0.6181325
Non-essential,S. cerevisiae,0.3550995
Non-essential,S. cerevisiae,0.746261
Non-essential,S. cerevisiae,0.733712
Non-essential,S. cerevisiae,0.7153155
Non-essential,S. cerevisiae,0.665171
Non-essential,S. cerevisiae,0.567245
Non-essential,S. cerevisiae,0.652515
Non-essential,S. cerevisiae,0.687641
Non-essential,S. cerevisiae,0.429426
Non-essential,S. cerevisiae,0.549636
Non-essential,S. cerevisiae,0.4867895
Non-essential,S. cerevisiae,0.565778
Non-essential,S. cerevisiae,0.564062
Non-essential,S. cerevisiae,0.7122375
Non-essential,S. cerevisiae,0.596807
Non-essential,S. cerevisiae,0.4481215
Non-essential,S. cerevisiae,0.7924265
Non-essential,S. cerevisiae,0.814333
Non-essential,S. cerevisiae,0.529713
Non-essential,S. cerevisiae,0.537762
Non-essential,S. cerevisiae,0.546963
Non-essential,S. cerevisiae,0.457278
Non-essential,S. cerevisiae,0.533389
Non-essential,S. cerevisiae,0.537683
Non-essential,S. cerevisiae,0.523224
Non-essential,S. cerevisiae,0.743518
Non-essential,S. cerevisiae,0.477097
Non-essential,S. cerevisiae,0.670332
Non-essential,S. cerevisiae,0.457998
Non-essential,S. cerevisiae,0.5485385
Non-essential,S. cerevisiae,0.736389
Non-essential,S. cerevisiae,0.574899
Non-essential,S. cerevisiae,0.574899
Non-essential,S. cerevisiae,0.791846
Non-essential,S. cerevisiae,0.475787
Non-essential,S. cerevisiae,0.535079
Non-essential,S. cerevisiae,0.450897
Non-essential,S. cerevisiae,0.4635915
Non-essential,S. cerevisiae,0.646732
Non-essential,S. cerevisiae,0.531704
Non-essential,S. cerevisiae,0.475909
Non-essential,S. cerevisiae,0.796705
Non-essential,S. cerevisiae,0.374604
Non-essential,S. cerevisiae,0.750905
Non-essential,S. cerevisiae,0.683866
Non-essential,S. cerevisiae,0.5877205
Non-essential,S. cerevisiae,0.7755885
Non-essential,S. cerevisiae,0.444396
Non-essential,S. cerevisiae,0.487399
Non-essential,S. cerevisiae,0.487399
Non-essential,S. cerevisiae,0.559863
Non-essential,S. cerevisiae,0.4596725
Non-essential,S. cerevisiae,0.4454665
Non-essential,S. cerevisiae,0.4468175
Non-essential,S. cerevisiae,0.430347
Non-essential,S. cerevisiae,0.50395
Non-essential,S. cerevisiae,0.428979
Non-essential,S. cerevisiae,0.428979
Non-essential,S. cerevisiae,0.483468
Non-essential,S. cerevisiae,0.456682
Non-essential,S. cerevisiae,0.7042
Non-essential,S. cerevisiae,0.6104195
Non-essential,S. cerevisiae,0.568355
Non-essential,S. cerevisiae,0.705533
Non-essential,S. cerevisiae,0.6562455
Non-essential,S. cerevisiae,0.62632
Non-essential,S. cerevisiae,0.7827055
Non-essential,S. cerevisiae,0.451029
Non-essential,S. cerevisiae,0.6094205
Non-essential,S. cerevisiae,0.733342
Non-essential,S. cerevisiae,0.625823
Non-essential,S. cerevisiae,0.594529
Non-essential,S. cerevisiae,0.745395
Non-essential,S. cerevisiae,0.813064
Non-essential,S. cerevisiae,0.516099
Non-essential,S. cerevisiae,0.5745105
Non-essential,S. cerevisiae,0.417818
